id,exp_id,recv_utc,dev,fw,seq,t_us,ev,b_flash,b_from,b_patch,calls_r,calls_w,err,flash_kBps,force_full,fw_to,goodput_kBps,heap_free,heap_min,heap_min_during,heap_start,heap_total,heap_used,heap_used_pct,http,is_delta,largest_block_min,largest_block_start,mean_bytes_per_write,ok,part,part_size,prev_boot_marker,reset_reason,rssi,rtt_ms,stack_hwm,stack_size,stack_used_pct,t_app_ms,t_apply_wall_ms,t_boot_app_ms,t_connect_ms,t_decrypt,t_downtime_ms,t_finalize_ms,t_flash,t_from_read,t_http,t_reboot_ms,t_seek,t_total_ms,t_unaccounted_ms,update,wear_ratio
675,NU_DELTA,1781482766.6738522,esp32-A,s3-base,10,55050476,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,NU_DELTA,1781482767.4898229,esp32-A,s3-nu2,0,61480,boot,,,,,,,,,,,,,,,296920,,,,,,,,,ota_0,,1,3,,,,12288,,61,,,,,,,,,,,,,,,
677,NU_DELTA,1781482787.520352,esp32-A,s3-nu2,1,10059958,heartbeat,,,,,,,,,,,214208,210156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,NU_DELTA,1781482788.7332447,esp32-A,s3-nu2,2,12364140,ota_check,,,,,,,,,,,211988,,,,,,,200,0,,,,,,,,,-68,2131,,,,,,,,,,,,,,,,,,0,
679,NU_DELTA,1781482788.7376146,esp32-A,s3-nu2,3,20059950,heartbeat,,,,,,,,,,,212828,158672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,NU_DELTA,1781482797.4829242,esp32-A,s3-nu2,4,30059854,heartbeat,,,,,,,,,,,212828,158672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,NU_DELTA,1781482807.4829803,esp32-A,s3-nu2,5,40059854,heartbeat,,,,,,,,,,,212828,158672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,NU_DELTA,1781482813.0640826,esp32-A,s3-nu2,6,45637699,ota_check,,,,,,,,,,,210780,,,,,,,200,1,,,,,,,,,-68,2264,,,,,,,,,,,,,,,,,,1,
683,NU_DELTA,1781482813.0849679,esp32-A,s3-nu2,7,45649086,ota_start,,,,,,,,0,s3-base,,,158500,,,,,,,1,,,,,,,,,-68,,,,,,,,,,,,,,,,,,,,
684,NU_DELTA,1781482817.4831567,esp32-A,s3-nu2,8,50060024,heartbeat,,,,,,,,,,,150592,143292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,NU_DELTA,1781482822.516079,esp32-A,s3-nu2,9,55060498,ota_summary,956144,956111,107,1,7475,956144,184.76,,,35.67,,,143292,210780,,67488,22.73,,1,110592,110592,127.91,1,,1048576,,,-68,,8036,,34.6,,6093,61,1423,0,1064675.5,686,5175,691,3,1064614.5,0,9410,224,,9799.78
686,NU_DELTA,1781482822.5289495,esp32-A,s3-nu2,10,55101420,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,NU_DELTA,1781482823.3251195,esp32-A,s3-base,0,61381,boot,,,,,,,,,,,,,,,296920,,,,,,,,,ota_1,,1,3,,,,12288,,61,,,,,,,,,,,,,,,
