id,exp_id,recv_utc,dev,fw,seq,t_us,ev,b_flash,b_from,b_patch,calls_r,calls_w,err,flash_kBps,force_full,fw_to,goodput_kBps,heap_free,heap_min,heap_min_during,heap_start,heap_total,heap_used,heap_used_pct,http,is_delta,largest_block_min,largest_block_start,mean_bytes_per_write,ok,part,part_size,prev_boot_marker,reset_reason,rssi,rtt_ms,stack_hwm,stack_size,stack_used_pct,t_app_ms,t_apply_wall_ms,t_boot_app_ms,t_connect_ms,t_decrypt,t_downtime_ms,t_finalize_ms,t_flash,t_from_read,t_http,t_reboot_ms,t_seek,t_total_ms,t_unaccounted_ms,update,wear_ratio
427,MN_FULL,1781481466.9498816,esp32-A,s3-base-full,4,30059845,heartbeat,,,,,,,,,,,212672,158548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,MN_FULL,1781481476.9485247,esp32-A,s3-base-full,5,40059845,heartbeat,,,,,,,,,,,212672,158548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,MN_FULL,1781481482.627073,esp32-A,s3-base-full,6,45735313,ota_check,,,,,,,,,,,210052,,,,,,,200,1,,,,,,,,,-68,2262,,,,,,,,,,,,,,,,,,1,
430,MN_FULL,1781481482.6488636,esp32-A,s3-base-full,7,45747600,ota_start,,,,,,,,1,s3-mn1-full,,,158212,,,,,,,1,,,,,,,,,-68,,,,,,,,,,,,,,,,,,,,
431,MN_FULL,1781481486.9494216,esp32-A,s3-base-full,8,50060656,heartbeat,,,,,,,,,,,140036,139760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,MN_FULL,1781481496.9495063,esp32-A,s3-base-full,9,60060404,heartbeat,,,,,,,,,,,148716,136120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,MN_FULL,1781481499.4764373,esp32-A,s3-base-full,10,62555921,ota_summary,956128,956016,65185,128,19024,956128,101.36,,,35.39,,,136120,210640,,74520,25.1,,1,110592,110592,50.26,1,,1048576,,,-68,,8032,,34.64,,13369,60,1647,35,1036227.7,683,9433,1564,1842,1036167.7,0,16807,495,,16.09
434,MN_FULL,1781481499.4891374,esp32-A,s3-base-full,11,62601324,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,MN_FULL,1781481500.3071642,esp32-A,s3-mn1-full,0,60541,boot,,,,,,,,,,,,,,,296920,,,,,,,,,ota_0,,1,3,,,,12288,,60,,,,,,,,,,,,,,,
436,MN_FULL,1781481520.3366241,esp32-A,s3-mn1-full,1,10059899,heartbeat,,,,,,,,,,,214072,210428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,MN_FULL,1781481521.5419705,esp32-A,s3-mn1-full,2,12658617,ota_check,,,,,,,,,,,212212,,,,,,,200,0,,,,,,,,,-68,2366,,,,,,,,,,,,,,,,,,0,
438,MN_FULL,1781481521.5452638,esp32-A,s3-mn1-full,3,20059960,heartbeat,,,,,,,,,,,212672,158500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,MN_FULL,1781481530.2988935,esp32-A,s3-mn1-full,4,30059880,heartbeat,,,,,,,,,,,212672,158500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,MN_FULL,1781481540.2981484,esp32-A,s3-mn1-full,5,40059880,heartbeat,,,,,,,,,,,212672,158500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,MN_FULL,1781481546.0978863,esp32-A,s3-mn1-full,6,45856463,ota_check,,,,,,,,,,,210456,,,,,,,200,1,,,,,,,,,-68,2193,,,,,,,,,,,,,,,,,,1,
442,MN_FULL,1781481546.1199105,esp32-A,s3-mn1-full,7,45868746,ota_start,,,,,,,,1,s3-base-full,,,158316,,,,,,,1,,,,,,,,,-68,,,,,,,,,,,,,,,,,,,,
443,MN_FULL,1781481550.296606,esp32-A,s3-mn1-full,8,50059803,heartbeat,,,,,,,,,,,143516,139800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,MN_FULL,1781481560.2981734,esp32-A,s3-mn1-full,9,60060472,heartbeat,,,,,,,,,,,146836,137824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,MN_FULL,1781481562.8409433,esp32-A,s3-mn1-full,10,62570131,ota_summary,956064,955991,65127,128,19020,956064,104.01,,,36.28,,,137824,210648,,72824,24.53,,1,110592,110592,50.27,1,,1048576,,,-68,,8036,,34.6,,12959,61,1857,36,1102610.4,689,9192,1552,1795,1102549.4,0,16700,384,,16.1
446,MN_FULL,1781481562.855933,esp32-A,s3-mn1-full,11,62621222,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,MN_FULL,1781481566.6888583,esp32-A,s3-base-full,0,61249,boot,,,,,,,,,,,,,,,296920,,,,,,,,,ota_1,,1,3,,,,12288,,61,,,,,,,,,,,,,,,
448,MN_FULL,1781481586.7144911,esp32-A,s3-base-full,1,10059909,heartbeat,,,,,,,,,,,214084,210060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,MN_FULL,1781481587.99834,esp32-A,s3-base-full,2,12549574,ota_check,,,,,,,,,,,211880,,,,,,,200,0,,,,,,,,,-69,2317,,,,,,,,,,,,,,,,,,0,
450,MN_FULL,1781481588.0013468,esp32-A,s3-base-full,3,20059898,heartbeat,,,,,,,,,,,212680,158400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,MN_FULL,1781481596.680857,esp32-A,s3-base-full,4,30059846,heartbeat,,,,,,,,,,,212680,158400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,MN_FULL,1781481606.680612,esp32-A,s3-base-full,5,40059871,heartbeat,,,,,,,,,,,212680,158400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,MN_FULL,1781481612.4375472,esp32-A,s3-base-full,6,45813111,ota_check,,,,,,,,,,,210436,,,,,,,200,1,,,,,,,,,-65,2250,,,,,,,,,,,,,,,,,,1,
454,MN_FULL,1781481612.4594529,esp32-A,s3-base-full,7,45825405,ota_start,,,,,,,,1,s3-mn1-full,,,158400,,,,,,,1,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,
455,MN_FULL,1781481616.680379,esp32-A,s3-base-full,8,50059661,heartbeat,,,,,,,,,,,141784,141492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,MN_FULL,1781481626.6804466,esp32-A,s3-base-full,9,60059910,heartbeat,,,,,,,,,,,148712,137872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,MN_FULL,1781481629.1042821,esp32-A,s3-base-full,10,62450481,ota_summary,956128,956016,65185,128,19024,956128,101.31,,,36.99,,,137872,210628,,72756,24.5,,1,110592,110592,50.26,1,,1048576,,,-65,,8080,,34.24,,13305,61,1505,35,1165863.8,681,9438,1547,1762,1165802.8,0,16624,523,,16.09
458,MN_FULL,1781481629.1203148,esp32-A,s3-base-full,11,62500959,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,MN_FULL,1781481629.942264,esp32-A,s3-mn1-full,0,61364,boot,,,,,,,,,,,,,,,296920,,,,,,,,,ota_0,,1,3,,,,12288,,61,,,,,,,,,,,,,,,
460,MN_FULL,1781481649.97216,esp32-A,s3-mn1-full,1,10059920,heartbeat,,,,,,,,,,,214076,210024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,MN_FULL,1781481651.5883973,esp32-A,s3-mn1-full,2,12587295,ota_check,,,,,,,,,,,212028,,,,,,,200,0,,,,,,,,,-73,2354,,,,,,,,,,,,,,,,,,0,
462,MN_FULL,1781481651.5913038,esp32-A,s3-mn1-full,3,20059968,heartbeat,,,,,,,,,,,212680,158508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,MN_FULL,1781481659.935148,esp32-A,s3-mn1-full,4,30059892,heartbeat,,,,,,,,,,,212680,158508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,MN_FULL,1781481669.9348328,esp32-A,s3-mn1-full,5,40059892,heartbeat,,,,,,,,,,,212680,158508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,MN_FULL,1781481675.6289537,esp32-A,s3-mn1-full,6,45750082,ota_check,,,,,,,,,,,210068,,,,,,,200,1,,,,,,,,,-67,2157,,,,,,,,,,,,,,,,,,1,
466,MN_FULL,1781481675.6509285,esp32-A,s3-mn1-full,7,45762339,ota_start,,,,,,,,1,s3-base-full,,,158188,,,,,,,1,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,
467,MN_FULL,1781481679.934966,esp32-A,s3-mn1-full,8,50059678,heartbeat,,,,,,,,,,,141848,141420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,MN_FULL,1781481689.9439852,esp32-A,s3-mn1-full,9,60065658,heartbeat,,,,,,,,,,,148760,139724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,MN_FULL,1781481692.3689623,esp32-A,s3-mn1-full,10,62459996,ota_summary,956064,955991,65127,128,19020,956064,103.84,,,35.28,,,139724,210644,,70920,23.89,,1,110592,110592,50.27,1,,1048576,,,-67,,8080,,34.24,,13022,61,1804,33,1232128.5,696,9207,1547,1846,1232067.5,0,16696,389,,16.1
470,MN_FULL,1781481692.383946,esp32-A,s3-mn1-full,11,62511231,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,MN_FULL,1781481696.2070277,esp32-A,s3-base-full,0,61345,boot,,,,,,,,,,,,,,,296920,,,,,,,,,ota_1,,1,3,,,,12288,,61,,,,,,,,,,,,,,,
