id,exp_id,recv_utc,dev,fw,seq,t_us,ev,b_flash,b_from,b_patch,calls_r,calls_w,err,flash_kBps,force_full,fw_to,goodput_kBps,heap_free,heap_min,heap_min_during,http,is_delta,ok,part,prev_boot_marker,reset_reason,rssi,rtt_ms,t_app_ms,t_apply_wall_ms,t_boot_app_ms,t_connect_ms,t_decrypt,t_downtime_ms,t_finalize_ms,t_flash,t_from_read,t_http,t_reboot_ms,t_seek,t_total_ms,t_unaccounted_ms,update
1391,MJ_DELTA,1781422578.524458,esp32-A,s2-mj3,8,50059574,heartbeat,,,,,,,,,,,150548,139956,,,,,,,,,,,,,,,,,,,,,,,,
1392,MJ_DELTA,1781422588.5245574,esp32-A,s2-mj3,9,60059564,heartbeat,,,,,,,,,,,143588,136648,,,,,,,,,,,,,,,,,,,,,,,,
1393,MJ_DELTA,1781422597.3477604,esp32-A,s2-mj3,10,68859243,ota_summary,955712,955580,114627,224,29259,955712,76.72,,,34.27,,,136648,,1,1,,,,-62,,,18577,61,1541,59,687040.2,681,12457,2308,3345,686979.2,0,21915,408,
1394,MJ_DELTA,1781422597.360043,esp32-A,s2-mj3,11,68891082,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,MJ_DELTA,1781422598.1518574,esp32-A,s2-base,0,61197,boot,,,,,,,,,,,,,,,,,ota_1,1,3,,,61,,,,,,,,,,,,,,
1396,MJ_DELTA,1781422618.2050033,esp32-A,s2-base,1,10059877,heartbeat,,,,,,,,,,,214076,210024,,,,,,,,,,,,,,,,,,,,,,,,
1397,MJ_DELTA,1781422620.4551938,esp32-A,s2-base,2,12532084,ota_check,,,,,,,,,,,212008,,,200,0,,,,,-63,2309,,,,,,,,,,,,,,,0
1398,MJ_DELTA,1781422620.4705088,esp32-A,s2-base,3,20059921,heartbeat,,,,,,,,,,,212680,158548,,,,,,,,,,,,,,,,,,,,,,,,
1399,MJ_DELTA,1781422628.1485612,esp32-A,s2-base,4,30059865,heartbeat,,,,,,,,,,,212680,158548,,,,,,,,,,,,,,,,,,,,,,,,
1400,MJ_DELTA,1781422638.1484203,esp32-A,s2-base,5,40059861,heartbeat,,,,,,,,,,,212680,158548,,,,,,,,,,,,,,,,,,,,,,,,
1401,MJ_DELTA,1781422643.81034,esp32-A,s2-base,6,45717391,ota_check,,,,,,,,,,,210712,,,200,1,,,,,-61,2174,,,,,,,,,,,,,,,1
1402,MJ_DELTA,1781422643.84671,esp32-A,s2-base,7,45728587,ota_start,,,,,,,,0,s2-mj3,,,158404,,,1,,,,,-61,,,,,,,,,,,,,,,,
1403,MJ_DELTA,1781422648.14831,esp32-A,s2-base,8,50060001,heartbeat,,,,,,,,,,,141896,139820,,,,,,,,,,,,,,,,,,,,,,,,
1404,MJ_DELTA,1781422658.1511981,esp32-A,s2-base,9,60060458,heartbeat,,,,,,,,,,,138428,136388,,,,,,,,,,,,,,,,,,,,,,,,
1405,MJ_DELTA,1781422665.7411964,esp32-A,s2-base,10,67629150,ota_summary,956736,955820,115568,226,29283,956736,76.24,,,33.34,,,134952,,1,1,,,,-61,,,18793,61,1311,63,755455.6,683,12549,2306,3466,755394.6,0,21900,409,
1406,MJ_DELTA,1781422665.754255,esp32-A,s2-base,11,67660405,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,MJ_DELTA,1781422666.567196,esp32-A,s2-mj3,0,61216,boot,,,,,,,,,,,,,,,,,ota_0,1,3,,,61,,,,,,,,,,,,,,
1408,MJ_DELTA,1781422686.6449463,esp32-A,s2-mj3,1,10059578,heartbeat,,,,,,,,,,,214068,210024,,,,,,,,,,,,,,,,,,,,,,,,
1409,MJ_DELTA,1781422689.0443332,esp32-A,s2-mj3,2,12621153,ota_check,,,,,,,,,,,212016,,,200,0,,,,,-64,2308,,,,,,,,,,,,,,,0
1410,MJ_DELTA,1781422689.051297,esp32-A,s2-mj3,3,20059574,heartbeat,,,,,,,,,,,212684,158520,,,,,,,,,,,,,,,,,,,,,,,,
1411,MJ_DELTA,1781422696.562169,esp32-A,s2-mj3,4,30059558,heartbeat,,,,,,,,,,,212684,158520,,,,,,,,,,,,,,,,,,,,,,,,
1412,MJ_DELTA,1781422706.5619001,esp32-A,s2-mj3,5,40059562,heartbeat,,,,,,,,,,,212684,158520,,,,,,,,,,,,,,,,,,,,,,,,
1413,MJ_DELTA,1781422712.3417563,esp32-A,s2-mj3,6,45835249,ota_check,,,,,,,,,,,210524,,,200,1,,,,,-63,2202,,,,,,,,,,,,,,,1
1414,MJ_DELTA,1781422712.3622591,esp32-A,s2-mj3,7,45846436,ota_start,,,,,,,,0,s2-base,,,158200,,,1,,,,,-63,,,,,,,,,,,,,,,,
1415,MJ_DELTA,1781422716.5627234,esp32-A,s2-mj3,8,50059570,heartbeat,,,,,,,,,,,141928,141532,,,,,,,,,,,,,,,,,,,,,,,,
1416,MJ_DELTA,1781422726.5618768,esp32-A,s2-mj3,9,60059655,heartbeat,,,,,,,,,,,141928,137992,,,,,,,,,,,,,,,,,,,,,,,,
1417,MJ_DELTA,1781422734.255547,esp32-A,s2-mj3,10,67729237,ota_summary,955712,955580,114627,224,29259,955712,76.99,,,33.54,,,137992,,1,1,,,,-63,,,18607,61,1479,58,823938.1,681,12414,2307,3418,823877.1,0,21882,410,
1418,MJ_DELTA,1781422734.2685328,esp32-A,s2-mj3,11,67760495,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,MJ_DELTA,1781422735.0497513,esp32-A,s2-base,0,61216,boot,,,,,,,,,,,,,,,,,ota_1,1,3,,,61,,,,,,,,,,,,,,
1420,MJ_DELTA,1781422755.1019917,esp32-A,s2-base,1,10059913,heartbeat,,,,,,,,,,,214068,210024,,,,,,,,,,,,,,,,,,,,,,,,
1421,MJ_DELTA,1781422757.2198236,esp32-A,s2-base,2,12463943,ota_check,,,,,,,,,,,212196,,,200,0,,,,,-63,2241,,,,,,,,,,,,,,,0
1422,MJ_DELTA,1781422757.2277246,esp32-A,s2-base,3,20060323,heartbeat,,,,,,,,,,,212540,158528,,,,,,,,,,,,,,,,,,,,,,,,
1423,MJ_DELTA,1781422765.0465128,esp32-A,s2-base,4,30059875,heartbeat,,,,,,,,,,,212664,158528,,,,,,,,,,,,,,,,,,,,,,,,
1424,MJ_DELTA,1781462915.0461342,esp32-A,s2-base,95,620079541,heartbeat,,,,,,,,,,,163492,136136,,,,,,,,,,,,,,,,,,,,,,,,
1425,MJ_DELTA,1781462916.5834014,esp32-A,s2-base,96,621613609,ota_check,,,,,,,,,,,210464,,,200,1,,,,,-64,2370,,,,,,,,,,,,,,,1
1426,MJ_DELTA,1781462917.7552266,esp32-A,s2-base,97,621625060,ota_start,,,,,,,,1,s2-mj3,,,136136,,,1,,,,,-64,,,,,,,,,,,,,,,,
1427,MJ_DELTA,1781462925.0487804,esp32-A,s2-base,98,630079820,heartbeat,,,,,,,,,,,140080,136136,,,,,,,,,,,,,,,,,,,,,,,,
1428,MJ_DELTA,1781462935.0504577,esp32-A,s2-base,99,640079870,heartbeat,,,,,,,,,,,138248,136136,,,,,,,,,,,,,,,,,,,,,,,,
1429,MJ_DELTA,1781462938.4109716,esp32-A,s2-base,100,643412525,ota_summary,956736,955820,115568,226,29283,956736,76.45,,,32.89,,,136136,,1,0,,,,-64,,,18821,60,1420,64,41774090.6,338,12515,2316,3514,41774030.6,0,21787,412,
1430,MJ_DELTA,1781462945.0508497,esp32-A,s2-base,101,650079540,heartbeat,,,,,,,,,,,212700,136136,,,,,,,,,,,,,,,,,,,,,,,,
1431,MJ_DELTA,1781462955.0511127,esp32-A,s2-base,102,660079528,heartbeat,,,,,,,,,,,212700,136136,,,,,,,,,,,,,,,,,,,,,,,,
1432,MJ_DELTA,1781462965.052532,esp32-A,s2-base,103,670079528,heartbeat,,,,,,,,,,,212700,136136,,,,,,,,,,,,,,,,,,,,,,,,
1433,MJ_DELTA,1781462971.7091656,esp32-A,s2-base,104,676731180,ota_check,,,,,,,,,,,210644,,,200,1,,,,,-70,2268,,,,,,,,,,,,,,,1
1434,MJ_DELTA,1781462971.7302752,esp32-A,s2-base,105,676742735,ota_start,,,,,,,,1,s2-mj3,,,136136,,,1,,,,,-70,,,,,,,,,,,,,,,,
1435,MJ_DELTA,1781462975.0547278,esp32-A,s2-base,106,680079723,heartbeat,,,,,,,,,,,140048,136136,,,,,,,,,,,,,,,,,,,,,,,,
1436,MJ_DELTA,1781462985.0578594,esp32-A,s2-base,107,690079804,heartbeat,,,,,,,,,,,140048,136136,,,,,,,,,,,,,,,,,,,,,,,,
1437,MJ_DELTA,1781462993.8998287,esp32-A,s2-base,108,698893820,ota_summary,956736,955820,115568,226,29283,956736,76.32,,,30.07,,,136136,,1,0,,,,-70,,,19167,60,1492,64,41774090.6,334,12536,2309,3843,41774030.6,0,22151,415,
1438,MJ_DELTA,1781462995.057091,esp32-A,s2-base,109,700079540,heartbeat,,,,,,,,,,,212672,136136,,,,,,,,,,,,,,,,,,,,,,,,
1439,MJ_DELTA,1781463005.058071,esp32-A,s2-base,110,710079528,heartbeat,,,,,,,,,,,212672,136136,,,,,,,,,,,,,,,,,,,,,,,,
1440,MJ_DELTA,1781463015.0578964,esp32-A,s2-base,111,720079528,heartbeat,,,,,,,,,,,212672,136136,,,,,,,,,,,,,,,,,,,,,,,,
1441,MJ_DELTA,1781463025.0598419,esp32-A,s2-base,112,730079540,heartbeat,,,,,,,,,,,194500,136136,,,,,,,,,,,,,,,,,,,,,,,,
1442,MJ_DELTA,1781463027.186261,esp32-A,s2-base,113,732202296,ota_check,,,,,,,,,,,210660,,,200,1,,,,,-59,2259,,,,,,,,,,,,,,,1
1443,MJ_DELTA,1781463027.2071867,esp32-A,s2-base,114,732213827,ota_start,,,,,,,,1,s2-mj3,,,136136,,,1,,,,,-59,,,,,,,,,,,,,,,,
1444,MJ_DELTA,1781463035.0608492,esp32-A,s2-base,115,740079540,heartbeat,,,,,,,,,,,150520,136136,,,,,,,,,,,,,,,,,,,,,,,,
1445,MJ_DELTA,1781463045.0647793,esp32-A,s2-base,116,750079953,heartbeat,,,,,,,,,,,140100,134812,,,,,,,,,,,,,,,,,,,,,,,,
1446,MJ_DELTA,1781463049.2650626,esp32-A,s2-base,117,754254347,ota_summary,956736,955820,115568,226,29283,956736,76.24,,,33.12,,,134812,,1,0,,,,-59,,,18818,60,1714,60,41774090.6,334,12549,2304,3489,41774030.6,0,22040,416,
1447,MJ_DELTA,1781463623.1077173,esp32-A,s2-mj3,5,40059558,heartbeat,,,,,,,,,,,212836,158660,,,,,,,,,,,,,,,,,,,,,,,,
1448,MJ_DELTA,1781463628.8555071,esp32-A,s2-mj3,6,45804081,ota_check,,,,,,,,,,,212344,,,200,0,,,,,-63,2241,,,,,,,,,,,,,,,0
1449,MJ_DELTA,1781463633.1071742,esp32-A,s2-mj3,7,50059574,heartbeat,,,,,,,,,,,212812,158340,,,,,,,,,,,,,,,,,,,,,,,,
1450,MJ_DELTA,1781463643.1068935,esp32-A,s2-mj3,8,60059558,heartbeat,,,,,,,,,,,212812,158340,,,,,,,,,,,,,,,,,,,,,,,,
1451,MJ_DELTA,1781463653.1065261,esp32-A,s2-mj3,9,70059562,heartbeat,,,,,,,,,,,212812,158340,,,,,,,,,,,,,,,,,,,,,,,,
1452,MJ_DELTA,1781463662.1591225,esp32-A,s2-mj3,10,79108891,ota_check,,,,,,,,,,,210192,,,200,1,,,,,-64,2295,,,,,,,,,,,,,,,1
1453,MJ_DELTA,1781463662.1800258,esp32-A,s2-mj3,11,79120210,ota_start,,,,,,,,0,s2-base,,,158340,,,1,,,,,-64,,,,,,,,,,,,,,,,
1454,MJ_DELTA,1781463663.1062756,esp32-A,s2-mj3,12,80060044,heartbeat,,,,,,,,,,,146308,143272,,,,,,,,,,,,,,,,,,,,,,,,
1455,MJ_DELTA,1781463673.1057234,esp32-A,s2-mj3,13,90059586,heartbeat,,,,,,,,,,,150584,138008,,,,,,,,,,,,,,,,,,,,,,,,
1456,MJ_DELTA,1781463683.1056168,esp32-A,s2-mj3,14,100059651,heartbeat,,,,,,,,,,,147092,138000,,,,,,,,,,,,,,,,,,,,,,,,
1457,MJ_DELTA,1781463684.3744216,esp32-A,s2-mj3,15,101304115,ota_summary,955712,955580,114627,224,29259,955712,77.35,,,33.2,,,138000,,1,1,,,,-64,,,18582,60,1825,60,41774090.6,681,12355,2303,3453,41774030.6,0,22183,411,
1458,MJ_DELTA,1781463684.3873274,esp32-A,s2-mj3,16,101340975,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,MJ_DELTA,1781463685.2032697,esp32-A,s2-base,0,60890,boot,,,,,,,,,,,,,,,,,ota_1,1,3,,,60,,,,,,,,,,,,,,
1460,MJ_DELTA,1781463705.2310574,esp32-A,s2-base,1,10059937,heartbeat,,,,,,,,,,,214076,210024,,,,,,,,,,,,,,,,,,,,,,,,
1461,MJ_DELTA,1781463706.4246664,esp32-A,s2-base,2,12422284,ota_check,,,,,,,,,,,212020,,,200,0,,,,,-64,2200,,,,,,,,,,,,,,,0
1462,MJ_DELTA,1781463706.4277265,esp32-A,s2-base,3,20059917,heartbeat,,,,,,,,,,,212688,158544,,,,,,,,,,,,,,,,,,,,,,,,
1463,MJ_DELTA,1781463715.199284,esp32-A,s2-base,4,30059865,heartbeat,,,,,,,,,,,212688,158544,,,,,,,,,,,,,,,,,,,,,,,,
1464,MJ_DELTA,1781463725.1992364,esp32-A,s2-base,5,40059865,heartbeat,,,,,,,,,,,212688,158544,,,,,,,,,,,,,,,,,,,,,,,,
1465,MJ_DELTA,1781463730.7429001,esp32-A,s2-base,6,45600235,ota_check,,,,,,,,,,,210444,,,200,1,,,,,-64,2167,,,,,,,,,,,,,,,1
1466,MJ_DELTA,1781463730.7638407,esp32-A,s2-base,7,45611414,ota_start,,,,,,,,0,s2-mj3,,,158228,,,1,,,,,-64,,,,,,,,,,,,,,,,
1467,MJ_DELTA,1781463735.2010415,esp32-A,s2-base,8,50060643,heartbeat,,,,,,,,,,,141752,139732,,,,,,,,,,,,,,,,,,,,,,,,
1468,MJ_DELTA,1781463745.198685,esp32-A,s2-base,9,60059989,heartbeat,,,,,,,,,,,138316,136616,,,,,,,,,,,,,,,,,,,,,,,,
1469,MJ_DELTA,1781463753.0915315,esp32-A,s2-base,10,67928964,ota_summary,956736,955820,115568,226,29283,956736,76.05,,,32.82,,,136128,,1,1,,,,-64,,,18887,61,1578,61,69590.0,692,12581,2314,3521,69529.0,0,22317,410,
1470,MJ_DELTA,1781463753.1045058,esp32-A,s2-base,11,67960427,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,MJ_DELTA,1781463753.9163003,esp32-A,s2-mj3,0,61038,boot,,,,,,,,,,,,,,,,,ota_0,1,3,,,61,,,,,,,,,,,,,,
