id,exp_id,recv_utc,dev,fw,seq,t_us,ev,b_flash,b_from,b_patch,calls_r,calls_w,err,flash_kBps,force_full,fw_to,goodput_kBps,heap_free,heap_min,heap_min_during,http,is_delta,ok,part,prev_boot_marker,reset_reason,rssi,rtt_ms,t_app_ms,t_apply_wall_ms,t_boot_app_ms,t_connect_ms,t_decrypt,t_downtime_ms,t_finalize_ms,t_flash,t_from_read,t_http,t_reboot_ms,t_seek,t_total_ms,t_unaccounted_ms,update
1179,NU_DELTA,1781391151.4721315,esp32-A,s2-nu2,5,40059862,heartbeat,,,,,,,,,,,212660,158508,,,,,,,,,,,,,,,,,,,,,,,,
1180,NU_DELTA,1781391159.0312934,esp32-A,s2-nu2,6,47611160,ota_check,,,,,,,,,,,210068,,,200,1,,,,,-65,4148,,,,,,,,,,,,,,,1
1181,NU_DELTA,1781391159.053679,esp32-A,s2-nu2,7,47622372,ota_start,,,,,,,,0,s2-base,,,158468,,,1,,,,,-65,,,,,,,,,,,,,,,,
1182,NU_DELTA,1781391161.4727619,esp32-A,s2-nu2,8,50059913,heartbeat,,,,,,,,,,,147336,145704,,,,,,,,,,,,,,,,,,,,,,,,
1183,NU_DELTA,1781391170.1141965,esp32-A,s2-nu2,9,58679081,ota_summary,955712,955679,113,1,7472,955712,193.31,,,37.67,,,145704,,1,1,,,,-65,,,5821,57,3465,0,912187.6,687,4944,688,3,912130.6,0,11056,186,
1184,NU_DELTA,1781391170.1306067,esp32-A,s2-nu2,10,58710835,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,NU_DELTA,1781391170.916391,esp32-A,s2-base,0,57152,boot,,,,,,,,,,,,,,,,,ota_1,1,3,,,57,,,,,,,,,,,,,,
1186,NU_DELTA,1781391190.9960065,esp32-A,s2-base,1,10059896,heartbeat,,,,,,,,,,,213944,210024,,,,,,,,,,,,,,,,,,,,,,,,
1187,NU_DELTA,1781391194.7633948,esp32-A,s2-base,2,12542403,ota_check,,,,,,,,,,,212008,,,200,0,,,,,-65,2320,,,,,,,,,,,,,,,0
1188,NU_DELTA,1781391194.7708192,esp32-A,s2-base,3,20059920,heartbeat,,,,,,,,,,,212676,159132,,,,,,,,,,,,,,,,,,,,,,,,
1189,NU_DELTA,1781391200.916145,esp32-A,s2-base,4,30059865,heartbeat,,,,,,,,,,,212676,159132,,,,,,,,,,,,,,,,,,,,,,,,
1190,NU_DELTA,1781391210.9159737,esp32-A,s2-base,5,40059865,heartbeat,,,,,,,,,,,212676,159132,,,,,,,,,,,,,,,,,,,,,,,,
1191,NU_DELTA,1781391216.6673198,esp32-A,s2-base,6,45806813,ota_check,,,,,,,,,,,210476,,,200,1,,,,,-65,2253,,,,,,,,,,,,,,,1
1192,NU_DELTA,1781391216.6871688,esp32-A,s2-base,7,45818024,ota_start,,,,,,,,0,s2-nu2,,,158484,,,1,,,,,-65,,,,,,,,,,,,,,,,
1193,NU_DELTA,1781391220.921064,esp32-A,s2-base,8,50061254,heartbeat,,,,,,,,,,,150492,145760,,,,,,,,,,,,,,,,,,,,,,,,
1194,NU_DELTA,1781391225.965068,esp32-A,s2-base,9,55085121,ota_summary,955712,955679,113,1,7472,955712,187.91,,,37.67,,,145760,,1,1,,,,-65,,,5963,60,1484,0,968069.0,680,5086,690,3,968009.0,0,9267,184,
1195,NU_DELTA,1781391225.9815035,esp32-A,s2-base,10,55120432,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,NU_DELTA,1781391226.7946994,esp32-A,s2-nu2,0,60429,boot,,,,,,,,,,,,,,,,,ota_0,1,3,,,60,,,,,,,,,,,,,,
1197,NU_DELTA,1781391246.84947,esp32-A,s2-nu2,1,10059937,heartbeat,,,,,,,,,,,213956,210040,,,,,,,,,,,,,,,,,,,,,,,,
1198,NU_DELTA,1781391249.2936864,esp32-A,s2-nu2,2,13488549,ota_check,,,,,,,,,,,211812,,,200,0,,,,,-65,3265,,,,,,,,,,,,,,,0
1199,NU_DELTA,1781391249.308788,esp32-A,s2-nu2,3,20059991,heartbeat,,,,,,,,,,,212712,159128,,,,,,,,,,,,,,,,,,,,,,,,
1200,NU_DELTA,1781391256.790129,esp32-A,s2-nu2,4,30059871,heartbeat,,,,,,,,,,,212712,159128,,,,,,,,,,,,,,,,,,,,,,,,
1201,NU_DELTA,1781391266.7896552,esp32-A,s2-nu2,5,40059871,heartbeat,,,,,,,,,,,212712,159128,,,,,,,,,,,,,,,,,,,,,,,,
1202,NU_DELTA,1781391273.3855813,esp32-A,s2-nu2,6,46652335,ota_check,,,,,,,,,,,210624,,,200,1,,,,,-65,2159,,,,,,,,,,,,,,,1
1203,NU_DELTA,1781391273.4079132,esp32-A,s2-nu2,7,46663522,ota_start,,,,,,,,0,s2-base,,,158512,,,1,,,,,-65,,,,,,,,,,,,,,,,
1204,NU_DELTA,1781391276.7913623,esp32-A,s2-nu2,8,50060446,heartbeat,,,,,,,,,,,150488,145752,,,,,,,,,,,,,,,,,,,,,,,,
1205,NU_DELTA,1781391282.7012143,esp32-A,s2-nu2,9,55948454,ota_summary,955712,955679,113,1,7472,955712,192.96,,,37.67,,,145752,,1,1,,,,-65,,,5826,61,1671,0,1024782.4,681,4953,687,3,1024721.4,0,9284,183,
1206,NU_DELTA,1781391282.714205,esp32-A,s2-nu2,10,55980943,ota_reboot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,NU_DELTA,1781391283.507143,esp32-A,s2-base,0,61246,boot,,,,,,,,,,,,,,,,,ota_1,1,3,,,61,,,,,,,,,,,,,,
